Listagem dos Filmes Brasileiros Lançados Comercialmente em Salas de Exibição 1995 a 2024;;;;;;;;;;;;;
Ano de Lançamento;Certificado de Produto Brasileiro (CPB);Título;Direção;Gênero;Empresa Produtora Brasileira Majoritária;UF;Empresa Produtora Minoritária Brasileira ;UF2;Distribuidora;Máximo de Salas;Público acumulado;Renda (R$) acumulada;
2002;B0300029800000;Sonhos Tropicais;André Sturm;Ficção;Pandora Filmes;SP;-;-;Pandora;12;36.304;169.438,00;
2002;B0500377900000;Surf Adventures;Arthur Fontes;Documentário;Massangana Filmes/Curt E Alex Associados;RJ/SP;-;-;Lumière;77;200.853;1.295.502,00;
2002;B0500249000000;Timor Lorosae - O Massacre Que O Mundo Não Viu;Lucélia Santos;Documentário;Nhock Produções Artísticas;RJ;-;-;Riofilme;5;7.683;28.797,00;
2002;B0500312900000;Uma Onda No Ar;Helvécio Ratton;Ficção;Quimera Filmes;MG;-;-;Mais Filmes;11;34.837;153.644,00;
2002;B0500293200000;Uma Vida Em Segredo;Suzana Amaral;Ficção;Raiz Produções;SP;-;-;Riofilme;10;14.279;86.160,00;
2002;B0500313000000;Viva São João;Andrucha Waddington;Documentário;Conspiração Filmes;RJ;-;-;Columbia;13;7.092;43.963,00;
2002;B0300029600000;Xuxa E Os Duendes 2;Paulo Sérgio Almeida/Rogério Gomes;Ficção;Diler & Associados/Labocine/Quanta-Rio/Tele Image;RJ/RJ/RJ/SP;-;-;Warner;303;2.301.152;11.485.979,00;
2002;B0500254200000;Ônibus 174;José Padilha;Documentário;Zazen Produções;RJ;-;-;Riofilme;5;35.290;203.962,00;
2003;B0400152400000;Acquaria;Flávia Moraes;Ficção;Four Team Promoções Artísticas;SP;Universal Music/Teleimage Productions/Spectra Midia Produções;RJ/SP/SP;Fox;340;837.695;4.466.393,00;
2003;B0300010000000;Amarelo Manga;Claudio Assis;Ficção;Olhos De Cão;SP;-;-;Riofilme;16;129.021;769.750,00;
2003;B0300008300000;Apolônio Brasil, Campeão Da Alegria;Hugo Carvana;Ficção;Mac Comunicacão;RJ;Riofilme;RJ;Riofilme;6;12.176;79.348,00;
2003;B0300039900000;As Alegres Comadres;Leila Hipólito;Ficção;Ananã Produções/Conexão Cinema/Zohar Cinema;RJ/RJ/RJ;-;-;Imagem;11;2.977;21.486,00;
2003;B0300002400000;Banda De Ipanema - Folia De Albino;Paulo César Saraceni;Documentário;Shater Produções Artísticas;RJ;-;-;Riofilme;3;2.004;9.854,00;
2003;B0300006200000;Carandiru;Hector Babenco;Ficção;Hb Filmes;SP;-;-;Columbia;298;4.693.853;29.623.481,00;
2003;B0300041500000;Casseta & Planeta - A Taça Do Mundo É Nossa;Lula Buarque De Hollanda;Ficção;Conspiração Filmes;RJ;Warner/Estudios Mega;SP/RJ;Warner;274;690.709;4.346.394,00;
2003;B0300004100000;Cristina Quer Casar;Luiz Villaça;Ficção;Nia Filmes;SP;Fox Film Do Brasil/Estudios Mega/Ramalho Filmes/Tibet Filme;SP/RJ/SP/RJ;Fox;43;113.208;764.230,00;
2003;B0200001300000;Desmundo;Alain Fresnot;Ficção;A.F. Cinema/Labocine;SP/RJ;-;-;Columbia;41;98.514;692.921,00;
2003;B0300001600000;Deus É Brasileiro;Cacá Diegues;Ficção;Rio Vermelho Filmes;RJ;-;-;Columbia;162;1.635.212;10.655.438,00;
2003;B0300015600000;Didi, O Cupido Trapalhão;Alexandre Boury/Paulo Aragão;Ficção;Diler & Associados;RJ;-;-;Columbia;147;1.758.579;8.984.535,00;
2003;B0400145800000;Dois Perdidos Numa Noite Suja;José Joffily;Ficção;Coevo Filmes/Riofilme;RJ/RJ;-;-;Pandora/Riofilme;9;43.780;176.541,00;
2003;B0300020800000;Dom;Moacyr Góes;Ficção;Diler & Associados;RJ;-;-;Warner;70;108.499;390.784,00;
2003;B0200001000000;Durval Discos;Anna Muylaert;Ficção;África Filmes/Dezenove Som E Imagens;SP/SP;-;-;Europa/Mam;8;60.108;424.454,85;
2003;B0500276200000;Histórias Do Olhar;Isa Albuquerque;Ficção;Íris Cinematográfica Tv;RJ;-;-;Imovision;3;1.511;10.524,58;
2003;B0300009400000;Ilha Rá-Tim-Bum Em O Martelo De Vulcano;Eliana Fonseca;Ficção;Tv Cultura;SP;Teleimage Productions;SP;Warner;157;187.297;991.184,00;
2003;B0300019500000;Lisbela E O Prisioneiro;Guel Arraes;Ficção;Uns Produções E Filmes;RJ;Estudios Mega;RJ;Fox;245;3.174.643;19.915.933,00;
2003;B0300034800000;Maria, Mãe Do Filho De Deus;Moacyr Góes;Ficção;Diler & Associados;RJ;-;-;Columbia;303;2.332.873;12.842.085,00;
2003;B0300008900000;Nelson Freire;João Moreira Salles;Documentário;Videofilmes;RJ;-;-;Videofilmes;4;64.302;456.676,49;
2003;B0300007900000;O Caminho Das Nuvens;Vicente Amorim;Ficção;Filmes Do Equador;RJ;-;-;Buena Vista;73;214.830;1.705.750,00;
2003;B0300002900000;O Homem Do Ano;José Henrique Fonseca;Ficção;Conspiração Filmes/Estudios Mega/Estudios Quanta;RJ/RJ/SP;-;-;Warner;21;104.659;726.383,00;
2003;B0300002700000;O Homem Que Copiava;Jorge Furtado;Ficção;Casa De Cinema De Porto Alegre;RS;-;-;Columbia;70;664.651;4.692.436,00;
2003;B0300021600000;Os Normais - O Filme;José Alvarenga Jr.;Ficção;Globo Filmes/M I 5 Filmes;RJ/RJ;-;-;Lumière;249;2.996.470;19.874.910,00;
2003;B0400076000000;Paulinho Da Viola - Meu Tempo É Hoje;Izabel Jaguaribe;Documentário;Videofilmes;RJ;-;-;Videofilmes;6;54.025;358.726,00;
2003;B0200001200000;Rua Seis Sem Número;João Batista De Andrade;Ficção;Oeste Filmes;SP;-;-;Pandora;1;1.315;5.918,00;
2003;B0200000400000;Seja O Que Deus Quiser;Murilo Salles;Ficção;Brasil Filmes/Cinema Brasil Digital/Riofilme;SP/RJ/RJ;-;-;Europa/Mam/Riofilme;11;16.254;102.038,00;
2003;B0500255100000;Separações;Domingos De Oliveira;Ficção;Caradecão Filmes/Raccord Produções;RJ/RJ;-;-;Riofilme;10;69.697;519.101,00;
2003;B0300017900000;Um Passaporte Húngaro;Sandra Kogut;Documentário;República Pureza Filmes;RJ;-;-;Riofilme;2;9.069;58.000,00;
2003;B0300046000000;Xuxa Abracadabra;Moacyr Góes;Ficção;Diler & Associados;RJ;-;-;Warner;307;2.214.481;11.677.129,00;
2003;B0300002500000;Zico, O Filme;Elizeu Ewald;Documentário;Diler & Associados/Labocine/Quanta-Rio/Tele Image;RJ/RJ/RJ/SP;-;-;Diler Prod.;ND;1.000;5.000,00;
2004;B0400055700000;1,99 - Um Supermercado Que Vende Palavras;Marcelo Masagão;Ficção;Um Minuto;SP;Bits Filmes;SP;Imovision;3;11.572;81.156,00;
2004;B0300045900000;33;Kiko Goifman;Documentário;Plateau Produções;SP;-;-;Paleotv;ND;11.500;ND;
2004;B0400053500000;A Cartomante;Pablo Uranga/Wagner De Assis;Ficção;Cinética Filmes/Labocine/Tropical Storm Entertainment;RJ/RJ/RJ;-;-;Imovision;46;36.094;238.667,00;
2004;B0400127100000;A Dona Da História;Daniel Filho;Ficção;Lereby;RJ;Globo Filmes;RJ;Buena Vista;260;1.271.415;9.025.423,00;
2004;B0400053800000;Benjamim;Monique Gardenberg;Ficção;Dueto Filmes;RJ;Estudios Mega;RJ;Europa/Mam;25;98.301;759.726,00;
2004;B0300003000000;Cama De Gato;Alexandre Stockler;Ficção;A Exceção E A Regra Produções Artísticas/Prodigo Films;SP/SP;-;-;A Exceção E A Regra Produções Artísticas;1;25.315;186.823,00;
2004;B0400081100000;Cazuza - O Tempo Não Para;Sandra Werneck/Walter Carvalho;Ficção;Lereby;RJ;Columbia Tristar Filmes Do Brasil/Globo Filmes/Cineluz Produções;SP/RJ/RJ;Columbia;292;3.082.522;21.230.606,00;
2004;B0400103400000;Cine Gibi Da Turma Da Mônica - O Filme;José Márcio Nicolosi;Animação;Lojinha Da Mônica;SP;-;-;Uip;104;305.752;1.823.899,00;
2004;B0400096900000;Como Fazer Um Filme De Amor;José Roberto Torero;Ficção;Superfilmes;SP;-;-;Lumière;37;53.545;388.309,00;
2004;B0300039800000;Concerto Campestre;Henrique De Freitas Lima;Ficção;Casa De Imagens/Cinematográfica Pampeana/Labocine/Sony Pictures;PE/RS/RJ/SP;-;-;Imagem;12;13.010;67.205,00;
2004;B0400066300000;Contra Todos;Roberto Moreira;Ficção;Coração Da Selva/O2 Filmes;SP/SP;-;-;Warner;20;25.358;187.641,00;
2004;B0300040300000;De Passagem;Ricardo Elias;Ficção;Raiz Produções;SP;-;-;Lumière;20;11.419;75.632,00;
2004;B0400102600000;Didi Quer Ser Criança;Alexandre Boury/Reynaldo Boury;Ficção;Diler & Associados;RJ;-;-;Columbia;154;982.175;5.583.242,00;
2004;B0400138500000;Entreatos;João Moreira Salles;Documentário;Videofilmes;RJ;-;-;Videofilmes;7;38.341;313.023,00;
2004;B0400085800000;Espelho D'Água - Uma Viagem No Rio São Francisco;Marcus Vinicius Cezar;Ficção;Copacabana Filmes E Produções;RJ;-;-;Europa/Mam;12;18.096;121.469,00;
2004;B0300035200000;Evandro Teixeira - Instantâneos Da Realidade;Paulo Fontenelle;Documentário;Canal Imaginário;RJ;-;-;Riofilme;3;875;5.874,00;
2004;B0400053200000;Fala Tu;Guilherme Coelho;Documentário;Matizar/Videofilmes;RJ/RJ;-;-;Riofilme;6;10.526;71.929,00;
2004;B0300023400000;Filme De Amor;Julio Bressane;Ficção;Grupo Novo De Cinema E Tv;RJ;-;-;Riofilme;5;10.742;70.761,00;
2004;B0500446000000;Fábio Fabuloso;Antônio Ricardo/Pedro Cesar/Ricardo Bocão;Documentário;Surf Co;SP;Artezanato Eletrônico;RJ;Lumière;9;12.458;94.961,00;
2004;B0300040100000;Garotas Do Abc;Carlos Reichenbach;Ficção;Dezenove Som E Imagens;SP;-;-;Europa/Mam;19;10.746;71.962,00;
2004;B0300048300000;Glauber O Filme, Labirinto Do Brasil;Silvio Tendler;Documentário;Caliban Produções Cinematográficas;RJ;-;-;Riofilme;6;13.456;85.179,00;
2004;B0400121700000;Irmãos De Fé;Moacyr Góes;Ficção;Diler & Associados;RJ;-;-;Columbia;294;966.021;5.652.025,00;
2004;B0400085500000;Justiça;Maria Augusta Ramos;Documentário;Limite Produções;RJ;-;-;Mais Filmes;3;28.635;138.770,00;
2004;B0300001800000;Lost Zweig;Sylvio Back;Ficção;Usina De Kyno;RJ;-;-;Riofilme;1;2.398;20.214,00;
2004;B0400098900000;Língua - Vidas Em Português;Victor Lopes;Documentário;Sambascope Produções/Tv Zero Produções;RJ/RJ;-;-;Riofilme;5;11.943;26.545,00;
2004;B0400170600000;Meu Tio Matou Um Cara;Jorge Furtado;Ficção;Casa De Cinema De Porto Alegre;RS;-;-;Fox;121;591.120;4.095.008,00;
2004;B0500408600000;Motoboys - Vida Loca;Caito Ortiz;Ficção;Prodigo Films;SP;-;-;Mais Filmes;ND;ND;ND;
2004;B0300005800000;Narradores De Javé;Eliane Caffé;Ficção;Bananeira Filmes/Gullane;RJ/SP;-;-;Lumière;29;67.004;456.307,00;
2004;B0400052300000;Nina;Heitor Dhalia;Ficção;Gullane;SP;-;-;Columbia;10;25.268;178.834,00;
2004;B0400063000000;Noite De São João;Sérgio Silva;Ficção;Producers - Ngm Produções;RS;-;-;Ngm Produções;5;5.355;25.704,00;
2004;B0400054400000;O Outro Lado Da Rua;Marcos Bernstein;Ficção;Neanderthal Mb Cinema;RJ;-;-;Columbia;37;92.165;661.465,00;
2004;B0400050200000;O Prisioneiro Da Grade De Ferro;Paulo Sacramento;Documentário;Olhos De Cão;SP;-;-;Imovision;13;27.848;156.931,00;
2004;B0300040900000;O Vestido;Paulo Thiago;Ficção;Vitória Produções;RJ;-;-;Columbia;41;30.683;220.274,00;
2004;B0400097900000;Olga;Jayme Monjardim;Ficção;Nexus Cinema;SP;-;-;Lumière;339;3.078.030;20.375.397,00;
2004;B0300040400000;Onde Anda Você;Sergio Rezende;Ficção;Morena Filmes;RJ;-;-;Uip;40;50.958;411.530,00;
2004;B0400100300000;Pelé Eterno;Anibal Massaini Neto;Documentário;Anima Produções Audiovisuais/Cinearte Produções Cinematográficas;SP/SP;-;-;Uip;150;257.932;1.851.866,00;
2004;B0400138600000;Peões;Eduardo Coutinho;Documentário;Videofilmes;RJ;-;-;Videofilmes;7;18.005;142.501,00;
2004;B0400100100000;Procuradas;José Frazão/Zeca Pires;Ficção;Mundo Imaginário Produções Cinematográficas;SC;Teleimage Productions;SP;Imagem;10;2.920;19.720,00;
2004;B0300003400000;Querido Estranho;Ricardo Pinto E Silva;Ficção;Lereby/Tele Image/Veredas Comunicação E Arte;RJ/SP/SP;-;-;Imagem;27;18.103;122.520,00;
2004;B0400062800000;Raízes Do Brasil;Nelson Pereira Dos Santos;Documentário;Regina Filmes/Riofilme/Videofilmes;RJ/RJ/RJ;-;-;Riofilme;5;19.420;120.366,00;
2004;B0400126400000;Redentor;Cláudio Torres;Ficção;Conspiração Filmes/Estudios Mega/Estudios Quanta/Globo Filmes/Lereby;RJ/RJ/SP/RJ/RJ;-;-;Warner;81;247.893;1.880.401,00;
2004;B0300046200000;Rio De Jano;Anna Azevedo/Eduardo Souza Lima/Renata Baldi;Documentário;Hy Brazil Filmes;RJ;-;-;Riofilme;3;8.284;55.948,00;
2004;B0500293500000;Samba Riachão;Jorge Alfredo;Documentário;Truque;BA;-;-;Pandora;3;1.330;7.418,00;
2004;B0400050100000;Sexo, Amor E Traição;Jorge Fernando;Ficção;Total Entertainment;RJ;-;-;Fox;157;2.219.423;15.775.132,00;
2004;B0300050000000;Um Show De Verão;Moacyr Góes;Ficção;Diler & Associados;RJ;-;-;Warner;111;137.507;741.047,00;
2004;B0300026000000;Viva Sapato!;Luiz Carlos Lacerda;Ficção;Europa Filmes/Terra Brasilis;SP/RJ;-;-;Europa/Mam;8;3.507;24.187,00;
2004;B0300007100000;Viva Voz;Paulo Morelli;Ficção;O2 Filmes;SP;-;-;Buena Vista;79;206.568;1.522.763,00;
2004;B0400154400000;Xuxa E O Tesouro Da Cidade Perdida;Moacyr Góes;Ficção;Diler & Associados;RJ;-;-;Warner;300;1.331.652;7.108.730,00;
2004;B0400055000000;À Margem Da Imagem;Evaldo Mocarzel;Documentário;Sp Filmes De São Paulo;SP;-;-;Mais Filmes;1;1.728;12.354,00;
2005;B0500302600000;2 Filhos De Francisco: A História De Zezé Di Camargo E Luciano;Breno Silveira;Ficção;Conspiração Filmes/Globo Filmes/Lereby/Z.C.L. Comércio Promoções E Produções;RJ/RJ/RJ/SP;-;-;Columbia;329;5.319.677;36.728.278,00;
2005;B0400131700000;A Pessoa É Para O Que Nasce;Roberto Berliner;Documentário;Tv Zero Produções;RJ;-;-;Copacabana Filmes/Riofilme;8;24.475;152.261,00;
2005;B0500199900000;As Vidas De Maria;Renato Barbieri;Ficção;Gaia Filmes;DF;-;-;Pandora;10;2.746;17.530,00;
2005;B0400129700000;Bendito Fruto;Sergio Goldenberg;Ficção;Riofilme/Trópicos Arte E Comunicação;RJ/RJ;-;-;Paris/Riofilme;14;52.022;453.503,00;
2005;B0500251200000;Bens Confiscados;Carlos Reichenbach;Ficção;Dezenove Som E Imagens;SP;-;-;Imovision/Riofilme;3;4.669;26.754,00;
2005;B0400131400000;Cabra-Cega;Toni Venturi;Ficção;Olhar Imaginário;SP;-;-;Europa/Mam;9;28.620;220.339,00;
2005;B0500250700000;Casa De Areia;Andrucha Waddington;Ficção;Conspiração Filmes/Filmes Do Equador;RJ/RJ;-;-;Columbia;35;187.296;1.557.698,00;
2005;B0300008200000;Celeste & Estrela;Betse De Paula;Ficção;Aurora Cinematográfica;RJ;-;-;Bpp Produções Audiovisuais;1;4.965;24.175,00;
2005;B0500265000000;Cidade Baixa;Sérgio Machado;Ficção;Videofilmes;RJ;-;-;Videofilmes/Lumière;31;128.134;1.021.626,00;
2005;B0500255500000;Cinema, Aspirinas E Urubus;Marcelo Gomes;Ficção;Rec Produtores Associados;PE;Dezenove Som E Imagens;SP;Imovision;17;105.526;882.373,00;
2005;B0500281700000;Coisa De Mulher;Eliana Fonseca;Ficção;Diler & Associados;RJ;-;-;Warner;100;98.963;714.666,00;
2005;B0500277500000;Coisa Mais Linda;Paulo Thiago;Documentário;Vitória Produções;RJ;Tele Image;SP;Columbia;11;35.861;319.251,00;
2005;B0500241100000;Confronto Final;Alonso Gonçalves;Ficção;Karina Filmes;MG;-;-;Polifilmes;5;2.081;12.278,00;
2005;B0500294600000;Diário De Um Novo Mundo;Paulo Nascimento;Ficção;Accorde Filmes/Linha De Produção Cinema Comunicação E Imagem/Panda Filmes;RS/RS/RS;-;-;Casablanca;7;12.685;67.809,00;
2005;B0500282100000;Doutores Da Alegria;Mara Mourão;Documentário;Grifa Filmes/Mamo Filmes;SP/SP;-;-;Imovision;20;26.294;212.313,00;
2005;B0400158100000;Eliana Em O Segredo Dos Golfinhos;Eliana Fonseca;Ficção;Canal Azul/Teleimage Productions;SP/SP;Intercross Imóveis E Participações/Emb Promotora E Controladora;SP/SP;Fox;106;330.742;2.022.729,00;
2005;B0400142200000;Extremo Sul;Monica Schmiedt/Sylvestre Campe;Documentário;Europa Filmes/M. Schmiedt Produções;SP/RS;-;-;Europa/Mam;5;13.571;92.149,00;
2005;B0400165500000;Feminices;Domingos De Oliveira;Ficção;Teatro Ilustre Produções Artísticas;RJ;Afinal Filmes/Antenna Produtora;RJ/RJ;Copacabana Filmes;3;7.091;63.556,00;
2005;B0400123500000;Filhas Do Vento;Joel Zito Araújo;Ficção;Asacine Produções/Casa De Criação Cinema;RJ/DF;-;-;Riofilme;15;16.578;117.448,00;
2005;B0500222600000;Gaijin Ama - Me Como Sou;Tizuka Yamasaki;Ficção;Scena Filmes;RJ;Art Films/Riofilme;RJ/RJ;Art Filmes;101;52.898;388.800,00;
2005;B0300046600000;Garrincha, Estrela Solitária;Milton Alencar Jr;Ficção;Fam Produções;MG;-;-;Polifilmes;20;7.877;54.977,00;
2005;B0300041300000;Harmada;Maurice Capovilla;Ficção;Saturna Produções;RJ;Estudios Quanta;SP;Riofilme;2;1.261;8.499,00;
2005;B0400129600000;Jogo Subterrâneo - Underground Games;Roberto Gervitz;Ficção;Columbia Tristar Filmes Do Brasil/Estudios Mega/Locall/Ramalho Filmes/Vagalume;SP/RJ/SP/SP/SP;-;-;Buena Vista;31;20.928;163.781,00;
2005;B0500220600000;Mais Uma Vez Amor;Rosane Svartman;Ficção;Raccord Produções/Total Entertainment;RJ/RJ;Warner;SP;Warner;144;228.567;1.662.516,00;
2005;B0500216600000;Mensageiras Da Luz - Parteiras Da Amazônia;Evaldo Mocarzel;Documentário;Casa Azul Produções/Sp Filmes De São Paulo;SP/SP;-;-;Sp Filmes;1;135;1.287,00;
2005;B0600575000000;Moro No Brasil;Mika Kaurismaki;Documentário;Magnatel;RJ;-;-;Pandora;2;2.680;11.911,00;
2005;B0500365600000;Morro Da Conceição;Cristiana Grumbach;Documentário;Crisis Produtivas;RJ;V. Filmes & Comunicação;RJ;Pipa;7;4.943;40.124,00;
2005;B0400168800000;O Casamento De Romeu E Julieta;Bruno Barreto;Ficção;Filmes Do Equador;RJ;-;-;Buena Vista;215;969.278;7.303.657,00;
2005;B0500370500000;O Coronel E O Lobisomem;Maurício Farias;Ficção;Uns Produções E Filmes;RJ;Brasil Filmes/Digital 21/Megacolor;SP/SP/SP;Fox;166;654.983;4.678.543,00;
2005;B0400106000000;O Cárcere E A Rua;Liliana Sulzbach;Documentário;Zeppelin Filmes;RS;-;-;Pandora;17;7.792;37.424,00;
2005;B0400129500000;O Diabo A Quatro;Alice De Andrade;Ficção;Tambellini Filmes;RJ;-;-;Riofilme;4;7.247;52.512,00;
2005;B0500378800000;O Fim E O Princípio;Eduardo Coutinho;Documentário;Videofilmes;RJ;-;-;Videofilmes;3;9.674;81.146,00;
2005;B0300039300000;O Signo Do Caos;Rogério Sganzerla;Ficção;Mercúrio Produções;SP;-;-;Riofilme;3;1.255;9.130,00;
2005;B0500279400000;Preto E Branco;Carlos Nader;Documentário;Iucatan Produções/Já Filmes;SP/SP;-;-;Polifilmes;ND;ND;ND;
2005;B0500247600000;Preto No Branco;Ronaldo German;Ficção;Daron Cine Video;RJ;-;-;Distribuição Própria;1;65;ND;
2005;B0500238500000;Quanto Vale Ou É Por Quilo ?;Sérgio Bianchi;Ficção;Agravo Produções Cinematográficas;SP;-;-;Riofilme;8;32.863;195.672,00;
2005;B0400102900000;Quase Dois Irmãos;Lucia Murat;Ficção;Taiga Filmes E Vídeo;RJ;-;-;Imovision;23;58.928;460.087,00;
2005;B0500334900000;Sal De Prata;Carlos Gerbase;Ficção;Casa De Cinema De Porto Alegre;RS;Quanta-Rio;RJ;Columbia;41;17.289;124.880,00;
2005;B0400148300000;Soldado De Deus;Sérgio Sanz;Documentário;J.Sanz Produção Audiovisual;RJ;-;-;Riofilme;2;2.528;18.919,00;
2005;B0500280100000;Sou Feia Mas Tô Na Moda;Denise Garcia;Documentário;Toscographics;RJ;-;-;Imovision;4;5.575;44.447,00;
2005;B0400129900000;Tainá 2 - A Aventura Continua;Mauro Lima;Ficção;Sony Pictures/Tietê Produções;SP/RJ;-;-;Columbia;164;788.442;4.612.264,00;
2005;B0400171000000;Vida De Menina;Helena Solberg;Ficção;Radiante Filmes;RJ;-;-;Europa/Mam;8;27.648;210.049,00;
2005;B0500293600000;Vinícius;Miguel Faria Jr.;Documentário;1001 Filmes;RJ;-;-;Uip;32;271.979;2.378.985,00;
2005;B0500340300000;Vlado: 30 Anos Depois;João Batista De Andrade;Documentário;Oeste Filmes/Tao Produções;SP/SP;João Batista De Andrade;-;Oeste Filmes Brasileiros;2;3.283;24.902,00;
2005;B0500385000000;Vocação Do Poder;Eduardo Escorel/José Joffily;Documentário;Cinefilmes/Coevo Filmes;RJ/RJ;-;-;Videofilmes;3;1.995;14.914,00;
2005;B0500433700000;Xuxinha E Guto Contra Os Monstros Do Espaço;Clewerson Saremba/Moacyr Góes;Animação;Diler & Associados;RJ;-;-;Warner;52;596.218;4.259.097,00;
2006;B0600599800000;1972;José Emílio Rondeau;Ficção;Grupo Novo De Cinema E Tv/Labocine;RJ/RJ;-;-;Buena Vista;21;6.756;57.994,00;
2006;B0500440400000;A Concepção;José Eduardo Belmonte;Ficção;Olhos De Cão;SP;34 Filmes/Risco Filmes/Estudios Quanta/Brasil Filmes/Megacolor/Matheus Nachtergaele;DF/SP/SP/SP/SP/-;Imovision;15;20.827;145.883,00;
2006;B0400128700000;A Conspiração Do Silêncio;Ronaldo Duque;Ficção;Asacine Produções/Ronaldo Duque & Associados;DF/GO;-;-;Polifilmes;6;5.676;38.784,00;
2006;B0600500500000;A Festa De Margarette;Renato Falcão;Ficção;Filmik;RS;-;-;Accorde Audiovisuais;2;9.486;ND;
2006;B0600494700000;A Ilha Do Terrível Rapaterra;Ariane Porto;Ficção;Raiz Produções;SP;-;-;Califórnia;37;5.240;37.729,00;
2006;B0500321500000;A Mochila Do Mascate;Antonia Ratto/Gabriela Greeb;Documentário;Tibet Filme;RJ;-;-;Copacabana Filmes;4;2.191;6.892,00;
2006;B0500377400000;A Máquina;João Falcão;Ficção;Diler & Associados;RJ;-;-;Buena Vista;70;56.088;440.711,00;
2006;B0600476000000;A Odisséia Musical De Gilberto Mendes;Carlos De Moura Ribeiro Mendes;Documentário;Berço Esplêndido Produções Cinematográficas;SP;-;-;Berço Esplêndido;ND;ND;ND;
2006;B0400119600000;A Oitava Cor Do Arco-Íris;Amauri Tangará;Ficção;Cia D'Artes Do Brasil;MT;-;-;Polifilmes;2;274;2.292,00;
2006;B0500323500000;Achados E Perdidos;José Joffily;Ficção;Coevo Filmes;RJ;-;-;Imagem;20;14.328;109.076,00;
2006;B0600459600000;Acredite, Um Espírito Baixou Em Mim;Jorge Moreno;Ficção;Fam Produções;MG;-;-;Fam Filmes;6;30.458;211.042,00;
2006;B0600461400000;Anjos Do Sol;Rudi Lagemann;Ficção;Caradecão Filmes;RJ;-;-;Downtown;44;79.800;623.063,00;
2006;B0600475100000;Boleiros 2;Ugo Giorgetti;Ficção;Sp Filmes De São Paulo;SP;Maria Luisa Cardoso De Oliveira;SP;Mais Filmes;22;10.316;93.786,00;
2006;B0600490100000;Brasília 18%;Nelson Pereira Dos Santos;Ficção;Regina Filmes/Videofilmes;RJ/RJ;Chin Produções Artísticas;RJ;Sony;46;15.587;136.947,00;
2006;B0500222300000;Brilhante;Conceição Senna;Documentário;Mp2 Produções;RJ;-;-;Mp2;3;1.581;9.720,00;
2006;B0400163200000;Cafundó;Clóvis Bueno/Paulo Betti;Ficção;Prole De Adão Produção Artísticas;RJ;Laz Audiovisual;PR;Laz;7;33.534;185.707,00;
2006;B0500431600000;Cafuné;Bruno Vianna;Ficção;Raccord Produções;RJ;-;-;Filmes Do Estação;1;4.236;33.727,00;
2006;B0600509100000;Canta Maria;Francisco Ramalho Jr.;Ficção;Ramalho Filmes;SP;-;-;Califórnia;34;7.949;57.359,00;
2006;B0600466700000;Carnaval, Bexiga, Funk E Sombrinha;Marcus Vinícius Faustini;Documentário;Kl Produções;RJ;-;-;Kl Produções;ND;6.955;59.041,00;
2006;B0600555800000;Casseta E Planeta - Seus Problemas Acabaram;José Lavigne;Ficção;Globo Filmes;RJ;-;-;Europa/Mam;180;596.624;4.262.366,00;
2006;B0500440200000;Cerro Do Jarau;Beto Souza;Ficção;Imagem B;RS;Walper Ruas Produções;RS;Europa/Mam;3;6.252;19.195,00;
2006;B0500324300000;Crime Delicado;Beto Brant;Ficção;Drama Filmes;SP;Ricca Produções/Megacolor/Brasil Filmes/Locall;SP/SP/SP/SP;Downtown;4;21.891;181.460,00;
2006;B0600467200000;Depois Daquele Baile;Roberto Bomtempo;Ficção;Movimento Carioca Produções Artísticas;RJ;-;-;Mais Filmes;22;28.869;247.791,00;
2006;B0600481600000;Dia De Festa;Toni Venturi;Documentário;Olhar Imaginário;SP;-;-;Pandora;2;1.620;9.975,00;
2006;B0500444600000;Didi, O Caçador De Tesouros;Marcus Figueiredo;Ficção;Diler & Associados;RJ;-;-;Buena Vista;199;1.024.732;6.220.016,00;
2006;B0500286600000;Do Luto À Luta;Evaldo Mocarzel;Documentário;Casa Azul Produções;SP;-;-;Mais Filmes;5;3.107;26.991,00;
2006;B1101450100000;Do Outro Lado Do Rio;Lucas Bambozzi;Documentário;Illud Tempus;SP;-;-;Distribuição Própria;ND;ND;ND;
